t0,tf,angulo,delay_real,delay_ideal,jitter
283054240,283058655,90,4415,4166.666666666667,248.33333333333303
283063407,283067814,90,4407,4166.666666666667,240.33333333333303
283070901,283075333,90,4432,4166.666666666667,265.33333333333303
283080070,283084477,90,4407,4166.666666666667,240.33333333333303
283087562,283091968,90,4406,4166.666666666667,239.33333333333303
283096726,283101131,90,4405,4166.666666666667,238.33333333333303
283104216,283108622,90,4406,4166.666666666667,239.33333333333303
283113385,283117791,90,4406,4166.666666666667,239.33333333333303
283120880,283125312,90,4432,4166.666666666667,265.33333333333303
283130044,283134458,90,4414,4166.666666666667,247.33333333333303
283137537,283141942,90,4405,4166.666666666667,238.33333333333303
283146709,283151114,90,4405,4166.666666666667,238.33333333333303
283163374,283167780,90,4406,4166.666666666667,239.33333333333303
283170843,283175248,90,4405,4166.666666666667,238.33333333333303
283180038,283184444,90,4406,4166.666666666667,239.33333333333303
283187500,283191905,90,4405,4166.666666666667,238.33333333333303
283196694,283201099,90,4405,4166.666666666667,238.33333333333303
283204164,283208578,90,4414,4166.666666666667,247.33333333333303
283213356,283217771,90,4415,4166.666666666667,248.33333333333303
283220819,283225225,90,4406,4166.666666666667,239.33333333333303
283230012,283234445,90,4433,4166.666666666667,266.33333333333303
283237488,283241893,90,4405,4166.666666666667,238.33333333333303
283246669,283251100,90,4431,4166.666666666667,264.33333333333303
283254147,283258553,90,4406,4166.666666666667,239.33333333333303
283263328,283267743,90,4415,4166.666666666667,248.33333333333303
283270796,283275201,90,4405,4166.666666666667,238.33333333333303
283279989,283284395,90,4406,4166.666666666667,239.33333333333303
283287459,283291865,90,4406,4166.666666666667,239.33333333333303
283296645,283301051,90,4406,4166.666666666667,239.33333333333303
283304111,283308516,90,4405,4166.666666666667,238.33333333333303
283313301,283317707,90,4406,4166.666666666667,239.33333333333303
283320772,283325178,90,4406,4166.666666666667,239.33333333333303
283329967,283334373,90,4406,4166.666666666667,239.33333333333303
283337429,283341834,90,4405,4166.666666666667,238.33333333333303
283346618,283351024,90,4406,4166.666666666667,239.33333333333303
283354084,283358489,90,4405,4166.666666666667,238.33333333333303
283363281,283367697,90,4416,4166.666666666667,249.33333333333303
