angle,t0_us,tf_us,delay_real_us,delay_ideal_us,jitter_us,delay_real_corr_us,jitter_corr_us
10,182912616,182913289,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,182945895,182946567,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,182962626,182963310,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,182968634,182969331,697,462.962962962963,234.037037037037,465.6608513700627,2.697888407099697
10,182979298,182980006,708,462.962962962963,245.037037037037,476.6608513700627,13.697888407099697
10,182995945,182996617,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,183012624,183013314,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,183029267,183029940,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,183045959,183046649,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,183062618,183063291,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,183080127,183080819,692,462.962962962963,229.037037037037,460.6608513700627,-2.302111592900303
10,183095943,183096615,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,183112674,183113358,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183129382,183130058,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183146007,183146691,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183162718,183163395,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183179335,183180019,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183196030,183196706,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183212664,183213349,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,183229371,183230047,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183245998,183246682,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183263539,183264223,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183296109,183296785,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183312789,183313473,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183329439,183330116,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183346120,183346805,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,183362762,183363438,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183379445,183380130,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,183396096,183396773,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183412791,183413475,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183429431,183430107,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183447067,183447753,686,462.962962962963,223.037037037037,454.6608513700627,-8.302111592900303
10,183462880,183463557,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183479487,183480167,680,462.962962962963,217.037037037037,448.6608513700627,-14.302111592900303
10,183496179,183496860,681,462.962962962963,218.037037037037,449.6608513700627,-13.302111592900303
10,183529533,183530210,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183546150,183546835,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,183562851,183563527,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183579595,183580280,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,183596182,183596859,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183612925,183613610,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,183629568,183630241,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,183646253,183646942,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,183662903,183663575,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,183679591,183680280,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,183696237,183696909,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,183712927,183713615,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,183729578,183730251,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,183746258,183746948,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,183763014,183763687,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,183779692,183780380,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,183796353,183797026,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,183812976,183813662,686,462.962962962963,223.037037037037,454.6608513700627,-8.302111592900303
10,183829670,183830346,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,183846300,183846984,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183862991,183863668,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183879625,183880311,686,462.962962962963,223.037037037037,454.6608513700627,-8.302111592900303
10,183896322,183896999,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183913048,183913732,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183929750,183930427,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183946376,183947060,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183963096,183963773,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,183979725,183980409,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,183996464,183997136,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184013025,184013714,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,184029778,184030450,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184046479,184047168,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,184063111,184063786,675,462.962962962963,212.037037037037,443.6608513700627,-19.302111592900303
10,184079789,184080477,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,184096456,184097130,674,462.962962962963,211.037037037037,442.6608513700627,-20.302111592900303
10,184113138,184113827,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,184129785,184130458,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,184146445,184147134,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,184163222,184163896,674,462.962962962963,211.037037037037,442.6608513700627,-20.302111592900303
10,184179835,184180520,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,184196545,184197221,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,184213161,184213845,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,184229864,184230540,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,184246513,184247198,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,184263227,184263904,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,184279854,184280538,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,184296542,184297220,678,462.962962962963,215.037037037037,446.6608513700627,-16.302111592900303
10,184313163,184313848,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,184329857,184330533,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,184346622,184347307,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,184363235,184363909,674,462.962962962963,211.037037037037,442.6608513700627,-20.302111592900303
10,184379920,184380608,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,184396577,184397249,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184413260,184413949,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,184429915,184430588,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,184446599,184447287,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,184463252,184463925,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,184479943,184480633,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,184496595,184497268,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,184513274,184513962,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,184530048,184530720,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184546651,184547336,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,184563364,184564040,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,184579987,184580671,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,184596689,184597366,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,184630054,184630732,678,462.962962962963,215.037037037037,446.6608513700627,-16.302111592900303
10,184646673,184647358,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,184663357,184664047,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,184679999,184680683,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,184696708,184697385,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,184713468,184714156,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,184730105,184730777,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184746787,184747476,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,184763442,184764119,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,184780120,184780810,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,184796769,184797441,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184813442,184814146,704,462.962962962963,241.037037037037,472.6608513700627,9.697888407099697
10,184830105,184830777,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184846806,184847494,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,184863461,184864138,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,184880143,184880832,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,184896795,184897467,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,184913520,184914212,692,462.962962962963,229.037037037037,460.6608513700627,-2.302111592900303
10,184946876,184947567,691,462.962962962963,228.037037037037,459.6608513700627,-3.302111592900303
10,184963575,184964262,687,462.962962962963,224.037037037037,455.6608513700627,-7.302111592900303
10,184980205,184980885,680,462.962962962963,217.037037037037,448.6608513700627,-14.302111592900303
10,184996910,184997590,680,462.962962962963,217.037037037037,448.6608513700627,-14.302111592900303
10,185013532,185014215,683,462.962962962963,220.037037037037,451.6608513700627,-11.302111592900303
10,185030231,185030911,680,462.962962962963,217.037037037037,448.6608513700627,-14.302111592900303
10,185046970,185047650,680,462.962962962963,217.037037037037,448.6608513700627,-14.302111592900303
10,185080220,185080904,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,185096969,185097652,683,462.962962962963,220.037037037037,451.6608513700627,-11.302111592900303
10,185103069,185103780,711,462.962962962963,248.037037037037,479.6608513700627,16.697888407099697
10,185113748,185114455,707,462.962962962963,244.037037037037,475.6608513700627,12.697888407099697
10,185130269,185130953,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,185146974,185147652,678,462.962962962963,215.037037037037,446.6608513700627,-16.302111592900303
10,185163598,185164287,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,185180285,185180962,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,185213718,185214390,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,185230276,185230966,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,185247035,185247707,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,185263713,185264401,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,185280364,185281036,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,185297054,185297743,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,185313693,185314366,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,185330361,185331050,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,185347012,185347684,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,185363701,185364389,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,185380359,185381032,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,185397090,185397776,686,462.962962962963,223.037037037037,454.6608513700627,-8.302111592900303
10,185413799,185414475,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,185430436,185431121,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,185447157,185447835,678,462.962962962963,215.037037037037,446.6608513700627,-16.302111592900303
10,185463768,185464452,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,185480465,185481141,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,185497103,185497787,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,185513818,185514494,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,185530436,185531121,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,185547143,185547820,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,185563772,185564457,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,185580523,185581195,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,185597211,185597900,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,185613858,185614531,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,185630526,185631214,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,185647184,185647856,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,185663875,185664563,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,185680527,185681200,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,185697208,185697896,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,185713861,185714534,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,185730533,185731221,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,185747181,185747853,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,185763913,185764598,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,185780605,185781282,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,185797236,185797920,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,185813948,185814625,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,185830571,185831255,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,185847285,185847963,678,462.962962962963,215.037037037037,446.6608513700627,-16.302111592900303
10,185863908,185864593,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,185880605,185881281,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,185897349,185898034,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,185913953,185914629,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,185930686,185931370,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,185947326,185947995,669,462.962962962963,206.037037037037,437.6608513700627,-25.302111592900303
10,185964000,185964688,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,185980657,185981330,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,185997345,185998033,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,186013984,186014656,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,186030662,186031351,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,186047436,186048108,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,186064018,186064707,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,186080766,186081439,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,186097446,186098134,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,186114116,186114789,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,186130719,186131404,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,186147435,186148111,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,186164055,186164740,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,186180743,186181420,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,186197495,186198180,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,186214103,186214780,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,186230832,186231516,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,186247542,186248219,677,462.962962962963,214.037037037037,445.6608513700627,-17.302111592900303
10,186264173,186264857,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,186280878,186281554,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,186297512,186298196,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,186314148,186314821,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,186330820,186331508,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,186347465,186348137,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,186364170,186364858,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,186380920,186381593,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,186397492,186398181,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,186414268,186414940,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,186430948,186431638,690,462.962962962963,227.037037037037,458.6608513700627,-4.302111592900303
10,186447604,186448277,673,462.962962962963,210.037037037037,441.6608513700627,-21.302111592900303
10,186464279,186464967,688,462.962962962963,225.037037037037,456.6608513700627,-6.302111592900303
10,186480920,186481592,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,186497643,186498325,682,462.962962962963,219.037037037037,450.6608513700627,-12.302111592900303
10,186514230,186514906,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,186530974,186531659,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,186547669,186548345,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,186564317,186565001,684,462.962962962963,221.037037037037,452.6608513700627,-10.302111592900303
10,186581025,186581701,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,186597655,186598340,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,186614361,186615037,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,186631004,186631689,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,186647694,186648370,676,462.962962962963,213.037037037037,444.6608513700627,-18.302111592900303
10,186664337,186665022,685,462.962962962963,222.037037037037,453.6608513700627,-9.302111592900303
10,186680959,186681631,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
10,186697651,186698340,689,462.962962962963,226.037037037037,457.6608513700627,-5.302111592900303
10,186714297,186714969,672,462.962962962963,209.037037037037,440.6608513700627,-22.302111592900303
30,187721381,187723009,1628,1388.888888888889,239.1111111111111,1396.6608513700626,7.771962481173659
30,187731526,187733157,1631,1388.888888888889,242.1111111111111,1399.6608513700626,10.77196248117366
30,187748136,187749738,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,187764776,187766386,1610,1388.888888888889,221.1111111111111,1378.6608513700626,-10.22803751882634
30,187781519,187783122,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,187798211,187799817,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,187814874,187816482,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
30,187831469,187833075,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,187864844,187866446,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,187882427,187884041,1614,1388.888888888889,225.1111111111111,1382.6608513700626,-6.228037518826341
30,187898206,187899812,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,187914917,187916521,1604,1388.888888888889,215.1111111111111,1372.6608513700626,-16.22803751882634
30,187931560,187933171,1611,1388.888888888889,222.1111111111111,1379.6608513700626,-9.22803751882634
30,187948299,187949902,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,187964940,187966550,1610,1388.888888888889,221.1111111111111,1378.6608513700626,-10.22803751882634
30,187981636,187983238,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,187998306,187999908,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188014937,188016543,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188031652,188033258,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188048300,188049907,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,188064913,188066519,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188081676,188083282,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188098282,188099888,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188114984,188116587,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,188131636,188133246,1610,1388.888888888889,221.1111111111111,1378.6608513700626,-10.22803751882634
30,188148372,188149974,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188165020,188166630,1610,1388.888888888889,221.1111111111111,1378.6608513700626,-10.22803751882634
30,188181734,188183337,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,188199312,188200925,1613,1388.888888888889,224.1111111111111,1381.6608513700626,-7.228037518826341
30,188215022,188216621,1599,1388.888888888889,210.1111111111111,1367.6608513700626,-21.22803751882634
30,188231705,188233307,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188248363,188249973,1610,1388.888888888889,221.1111111111111,1378.6608513700626,-10.22803751882634
30,188265085,188266689,1604,1388.888888888889,215.1111111111111,1372.6608513700626,-16.22803751882634
30,188281727,188283338,1611,1388.888888888889,222.1111111111111,1379.6608513700626,-9.22803751882634
30,188298333,188299935,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188304393,188305974,1581,1388.888888888889,192.1111111111111,1349.6608513700626,-39.22803751882634
30,188315187,188316809,1622,1388.888888888889,233.1111111111111,1390.6608513700626,1.7719624811736594
30,188331748,188333360,1612,1388.888888888889,223.1111111111111,1380.6608513700626,-8.22803751882634
30,188348466,188350070,1604,1388.888888888889,215.1111111111111,1372.6608513700626,-16.22803751882634
30,188365100,188366714,1614,1388.888888888889,225.1111111111111,1382.6608513700626,-6.228037518826341
30,188381712,188383314,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188398416,188400022,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188415072,188416678,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188431795,188433401,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188448462,188450068,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188465181,188466787,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188488084,188489713,1629,1388.888888888889,240.1111111111111,1397.6608513700626,8.77196248117366
30,188498594,188500224,1630,1388.888888888889,241.1111111111111,1398.6608513700626,9.77196248117366
30,188515100,188516703,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,188531845,188533456,1611,1388.888888888889,222.1111111111111,1379.6608513700626,-9.22803751882634
30,188548441,188550043,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188565143,188566745,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188581916,188583523,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,188598524,188600131,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,188615183,188616791,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
30,188631888,188633495,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,188648883,188650491,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
30,188665263,188666869,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188681965,188683568,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,188698608,188700218,1610,1388.888888888889,221.1111111111111,1378.6608513700626,-10.22803751882634
30,188715208,188716811,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,188731856,188733466,1610,1388.888888888889,221.1111111111111,1378.6608513700626,-10.22803751882634
30,188748587,188750189,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188765294,188766900,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188771821,188773450,1629,1388.888888888889,240.1111111111111,1397.6608513700626,8.77196248117366
30,188781962,188783592,1630,1388.888888888889,241.1111111111111,1398.6608513700626,9.77196248117366
30,188798590,188800192,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,188815353,188816964,1611,1388.888888888889,222.1111111111111,1379.6608513700626,-9.22803751882634
30,188831967,188833570,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,188848654,188850260,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188865315,188866923,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
30,188882019,188883626,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,188898684,188900292,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
30,188915279,188916885,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188932636,188934245,1609,1388.888888888889,220.1111111111111,1377.6608513700626,-11.22803751882634
30,188948629,188950235,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,188965342,188966942,1600,1388.888888888889,211.1111111111111,1368.6608513700626,-20.22803751882634
30,188998720,189000326,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,189015354,189016961,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,189032087,189033694,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,189048657,189050259,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,189065435,189067047,1612,1388.888888888889,223.1111111111111,1380.6608513700626,-8.22803751882634
30,189082033,189083641,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
30,189098802,189100414,1612,1388.888888888889,223.1111111111111,1380.6608513700626,-8.22803751882634
30,189115400,189117003,1603,1388.888888888889,214.1111111111111,1371.6608513700626,-17.22803751882634
30,189132050,189133661,1611,1388.888888888889,222.1111111111111,1379.6608513700626,-9.22803751882634
30,189148777,189150379,1602,1388.888888888889,213.1111111111111,1370.6608513700626,-18.22803751882634
30,189165468,189167074,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,189182139,189183746,1607,1388.888888888889,218.1111111111111,1375.6608513700626,-13.22803751882634
30,189198724,189200330,1606,1388.888888888889,217.1111111111111,1374.6608513700626,-14.22803751882634
30,189215512,189217120,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
30,189232108,189233716,1608,1388.888888888889,219.1111111111111,1376.6608513700626,-12.22803751882634
